,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)"
13694,,,,,100.0,,,-81.0,
1291,,,100.0,,,,,100.0,100.0
5485,,,63.8,100.0,63.8,,,63.8,63.8
9897,-81.0,3.7680000000000007,100.0,-81.0,,,-81.0,,
8381,-81.0,,,-81.0,100.0,-52.04,-81.0,,
8138,-81.0,,,,63.8,100.0,-81.0,,
8147,-81.0,,,,100.0,-81.0,,,
8927,-81.0,-81.0,,,,,-81.0,,
11929,63.8,,63.8,100.0,,,,3.7680000000000007,63.8
16939,,-81.0,,,,,-81.0,,-81.0
4901,,,,,,6.2,100.0,6.2,
10398,-81.0,-81.0,,,,-81.0,,-81.0,
16449,,6.2,100.0,-81.0,,,,,
14262,,,-9.0,-81.0,,,,,
16617,,-81.0,100.0,,-81.0,,63.8,-81.0,
6936,-81.0,,,-81.0,-81.0,-81.0,,,
6963,100.0,,,6.2,6.2,,,,
6720,-9.0,,,,-81.0,,,,
6772,-5.960000000000001,,,,,-81.0,,-81.0,-81.0
8481,-81.0,,,63.8,,,,100.0,
16139,,-81.0,-81.0,,100.0,,,,
11467,6.2,,,,,-81.0,,,-81.0
16852,,100.0,,,63.8,,,-81.0,-81.0
15887,,-81.0,,,-81.0,,-81.0,,
15806,,-81.0,,,,,100.0,,
7493,63.8,,-81.0,,,-81.0,-81.0,-81.0,
7257,100.0,,,,,100.0,,-81.0,
5368,,,-81.0,-81.0,,,,-81.0,-81.0
18801,,,100.0,,-81.0,,100.0,,
14311,,,-81.0,-81.0,,,,,100.0
14836,,,,-81.0,,,-81.0,-81.0,-81.0
13252,,,,,-5.960000000000001,-5.960000000000001,,-5.960000000000001,63.8
13255,,,,,-81.0,-81.0,,,6.2
5483,,,63.8,100.0,-81.0,,,,
14837,,,,100.0,,,63.8,100.0,
3461,,-81.0,100.0,,,,,-81.0,
6790,-5.960000000000001,,,,,,-81.0,-81.0,-81.0
6113,,,,-81.0,,6.2,-81.0,,
4946,,,,,-9.0,,,-81.0,
17831,,,,-81.0,63.8,,-81.0,,
16553,,100.0,100.0,,,63.8,,,
16526,,-81.0,-81.0,,,,,,
2056,,,,,-5.960000000000001,63.8,,-5.960000000000001,-5.960000000000001
2059,,,,,6.2,6.2,,,6.2
14235,,,6.2,6.2,6.2,,,,
1250,,,-9.0,,,-81.0,,,
14502,,,-81.0,,,,,-81.0,
10401,100.0,6.2,,,,-81.0,,,
5779,,,-81.0,,,6.2,,,100.0
7649,63.8,,63.8,40.632000000000005,3.7680000000000007,40.632000000000005,,,
11769,-81.0,,100.0,,100.0,,,,
18489,,,100.0,100.0,,,,-81.0,
5727,,,-81.0,,100.0,,,100.0,
5603,,,6.2,,,,6.2,6.2,
17046,,100.0,,-81.0,,-81.0,-81.0,,
17289,,100.0,,,,-81.0,100.0,,
12672,100.0,,,-81.0,,-81.0,-81.0,,
3116,,-81.0,-81.0,,,-81.0,-5.960000000000001,,
3845,,-81.0,,,,-81.0,100.0,,
16831,,100.0,,,,,-81.0,,-81.0
16822,,100.0,,,,,,,100.0
11469,100.0,,,,,100.0,,-81.0,
10248,-81.0,-81.0,,,,-81.0,-81.0,,
2427,,100.0,,,,,,,
16097,,-81.0,100.0,,,,,-81.0,
16094,,-81.0,100.0,,,,,,
5681,,,6.2,,6.2,,6.2,,
10470,-81.0,-81.0,,-81.0,,,,-81.0,
10747,-81.0,100.0,,,,,,,100.0
4558,,,,,,,,100.0,-9.0
15861,,-81.0,,,,,100.0,-81.0,
13731,,,,,-81.0,100.0,63.8,,
13622,,,,,,,100.0,-81.0,
15105,,,,,,-81.0,6.2,100.0,
8141,-81.0,,,,-81.0,-52.04,-81.0,-81.0,
8210,100.0,,,,,100.0,,,
3934,,-81.0,,-81.0,,-81.0,,,-81.0
3935,,100.0,,-81.0,,63.8,,,
14110,,,-81.0,-5.960000000000001,,,-81.0,,-81.0
14370,,,-9.0,,,-81.0,,,
9164,100.0,-5.960000000000001,,-5.960000000000001,,,-5.960000000000001,,
16310,,-81.0,-81.0,-81.0,,-81.0,,,
18497,,,100.0,-81.0,,-81.0,,,
8219,-81.0,,,,,-81.0,-81.0,,
18739,,,100.0,,,-81.0,,,100.0
11317,63.8,,,63.8,100.0,,,63.8,63.8
11316,-81.0,,,-81.0,-81.0,,,-81.0,
10707,100.0,6.2,,,,,6.2,,
8520,-9.0,,,,,,-81.0,,
4559,,,,,,,,10.0,
18721,,,-81.0,,,,-81.0,,-81.0
18712,,,100.0,,,,,,-81.0
8619,6.2,,,,6.2,6.2,,,
8538,-9.0,,,,,-81.0,,,
9360,100.0,-81.0,,,-81.0,63.8,,,
6947,100.0,,,63.8,100.0,,,,
7469,-81.0,,-81.0,,,,-81.0,,
13279,,,,,6.2,,,6.2,6.2
7801,-81.0,,-81.0,,,,,,-81.0
7800,100.0,,-81.0,,,,,,
1283,,,100.0,,,,-81.0,100.0,
9792,-81.0,-81.0,-81.0,-81.0,,,,,
16353,,100.0,-81.0,6.2,,,,,
7824,100.0,,-81.0,,,-81.0,,-81.0,
4227,,6.2,,,100.0,,6.2,,
16853,,-81.0,,,100.0,,,-81.0,
12880,100.0,,,,,,,,-9.0
1156,,,100.0,-81.0,,,,-81.0,-81.0
5959,,,,,63.8,-81.0,,,-81.0
5932,,,,,100.0,,,,-81.0
4816,,,,-5.960000000000001,,-5.960000000000001,-5.960000000000001,,-5.960000000000001
16531,,6.2,100.0,,,,,,6.2
8122,-81.0,,,,100.0,,,-81.0,-81.0
5311,,,6.2,,,-81.0,,,-81.0
4582,,,,,,-9.0,,,-9.0
7524,-9.0,,100.0,,,,,,
8592,-9.0,,,,-9.0,,,,
1114,,,-81.0,-81.0,-81.0,,,,-81.0
11941,63.8,,100.0,63.8,,63.8,,,63.8
3721,,-81.0,,,,,,-81.0,100.0
16800,,100.0,,,,-9.0,,,
9400,-81.0,-81.0,,,,,,-81.0,-5.960000000000001
13964,,,63.8,,100.0,63.8,,-52.04,
7968,-81.0,,-81.0,,,100.0,,-5.960000000000001,
9248,-81.0,-81.0,,,,,63.8,-81.0,
2643,,100.0,,-81.0,,100.0,,,
15448,,-81.0,,,-5.960000000000001,,,-81.0,-81.0
5456,,,-81.0,-5.960000000000001,-81.0,-81.0,,,
7484,100.0,,-81.0,,,-81.0,,-81.0,
10241,100.0,-81.0,,,,100.0,,,
15424,,-81.0,,,63.8,-81.0,,,-81.0
10308,-81.0,-81.0,,,100.0,,,-81.0,
10244,-81.0,-81.0,,,,100.0,-81.0,,
2627,,100.0,,100.0,,-81.0,,,
13253,,,,,-81.0,-81.0,,-81.0,
9145,3.7680000000000007,63.8,,3.7680000000000007,3.7680000000000007,,,,-52.04
2743,,100.0,,,,,100.0,,100.0
6331,,,,,,,6.2,6.2,100.0
16536,,-81.0,63.8,,,,100.0,-81.0,
3961,,100.0,,-81.0,,,,,100.0
1361,,,100.0,,100.0,,-81.0,,
18265,,,63.8,,,100.0,-81.0,-81.0,-81.0
2057,,,,,-81.0,6.2,,-81.0,
6411,,,,,100.0,,63.8,63.8,
3416,,-5.960000000000001,-5.960000000000001,,,,-5.960000000000001,-5.960000000000001,
7798,100.0,,-81.0,,,,,63.8,-81.0
7790,-81.0,,-81.0,,,,-81.0,-5.960000000000001,
4773,,,,6.2,100.0,,,6.2,
4770,,,,-81.0,-9.0,,,,
13901,,,-81.0,,,100.0,,100.0,
13198,,,,,,,,-9.0,-81.0
2768,,-5.960000000000001,,,-81.0,,-81.0,-81.0,
2771,,100.0,,,-81.0,,63.8,,
16337,,100.0,100.0,-81.0,,,,,
11587,-81.0,,,,,,,6.2,100.0
8527,63.8,,,,,,,100.0,-81.0
14376,,,-81.0,,,-81.0,100.0,-5.960000000000001,
1342,,,-81.0,,-81.0,-81.0,,,-81.0
1343,,,100.0,,100.0,63.8,,,
1316,,,-81.0,,-81.0,,,,
1742,,,,-81.0,,100.0,-81.0,63.8,
4771,,,,6.2,6.2,,,,6.2
2498,,-81.0,,-81.0,,,-81.0,-81.0,
4241,,-81.0,,,-81.0,6.2,,,
1076,,,63.8,-81.0,-81.0,,,100.0,
1805,,,,-81.0,-81.0,,,-81.0,
9186,-81.0,100.0,,-81.0,,63.8,,,
11039,-81.0,,,,100.0,,,6.2,
7097,100.0,,,,,-81.0,,100.0,
2562,,-81.0,,-81.0,-81.0,-81.0,,,
2805,,100.0,,,100.0,100.0,,,
6710,-52.04,,,,-81.0,,-81.0,-81.0,
10639,63.8,-52.04,,63.8,,3.7680000000000007,,,100.0
3120,,100.0,-81.0,,,-81.0,63.8,,
9306,100.0,-81.0,,,,,,,
18415,,,-81.0,,,-81.0,,,100.0
941,,,100.0,,,-81.0,,-81.0,
11319,-81.0,,,-81.0,100.0,,,,
11201,-81.0,,,100.0,,,,6.2,
8907,63.8,6.2,,,6.2,,,,
13351,,,,,,,-81.0,-81.0,6.2
8976,-5.960000000000001,-5.960000000000001,,,,,-5.960000000000001,-5.960000000000001,
9097,-81.0,-81.0,,-81.0,-81.0,,,,100.0
11369,6.2,,,-81.0,,-81.0,,,
13974,,,-5.960000000000001,,-5.960000000000001,-5.960000000000001,-52.04,,
15352,,-81.0,,,,-81.0,-81.0,,-81.0
9251,-81.0,-81.0,,,,,100.0,,
13254,,,,,-81.0,-9.0,,,
11050,-81.0,,,,100.0,-81.0,,,-81.0
9512,-81.0,-81.0,-81.0,,,-81.0,,,
3434,,-81.0,-5.960000000000001,,,-81.0,,-81.0,
2347,,100.0,,,-81.0,,,,63.8
9660,-81.0,-81.0,100.0,,,,,-81.0,
17785,,,,6.2,,-81.0,,,-81.0
9173,6.2,-81.0,,-81.0,,,,,
10697,6.2,6.2,,,,,,6.2,
8510,-81.0,,,,,,,-9.0,
15359,,-81.0,,,,100.0,,63.8,
15385,,6.2,,,,,,6.2,6.2
18501,,,100.0,-81.0,,-81.0,,,
1105,,,100.0,-81.0,-81.0,-81.0,,,63.8
8436,-5.960000000000001,,,-5.960000000000001,,,100.0,-5.960000000000001,
5230,,,-52.04,,-5.960000000000001,-5.960000000000001,,,-5.960000000000001
11397,-81.0,,,-81.0,,,,100.0,
3129,,-81.0,-81.0,,,-81.0,,,
10089,-52.04,-81.0,-81.0,,-81.0,-81.0,,,
6409,,,,,6.2,,6.2,,63.8
7088,-81.0,,,,,-81.0,-81.0,-81.0,
16876,,100.0,,,-81.0,-81.0,,,63.8
16957,,-81.0,,,,-81.0,,,100.0
11395,-81.0,,,63.8,,,,,100.0
4177,,100.0,,,,63.8,,,100.0
2657,,100.0,,63.8,,,-81.0,,
7752,-81.0,,-81.0,100.0,,,,-5.960000000000001,
7755,-81.0,,-81.0,6.2,,,,,
8158,-5.960000000000001,,,,-81.0,,,-81.0,100.0
8108,-81.0,,,,-81.0,,,,
14481,,,-81.0,,100.0,,100.0,,
11808,-81.0,,-81.0,,-81.0,,-5.960000000000001,,
11817,6.2,,6.2,,6.2,,,,
11736,-9.0,,-81.0,,,,,,
5680,,,-52.04,,-52.04,,-52.04,,-5.960000000000001
16245,,-81.0,6.2,,,-81.0,,,
5733,,,-81.0,,100.0,,100.0,,
5004,,,,,100.0,,-81.0,,
6185,,,,100.0,-81.0,6.2,,,
6158,,,,-9.0,-81.0,,,,
17591,,,,,100.0,,-81.0,-81.0,
9552,-5.960000000000001,-81.0,-81.0,,,,,-81.0,
9092,63.8,-5.960000000000001,,-5.960000000000001,-5.960000000000001,,,,
9335,6.2,-81.0,,,-81.0,,,,
3792,,-81.0,,,-81.0,,-81.0,-81.0,
17538,,,,,,-81.0,-81.0,,
12051,63.8,,3.7680000000000007,3.7680000000000007,63.8,,100.0,,
8223,-81.0,,,,,-81.0,6.2,,
14186,,,-81.0,-81.0,100.0,,-81.0,,
14195,,,-81.0,-81.0,100.0,,,,
2986,,-81.0,-81.0,,,,-81.0,,-81.0
14180,,,-52.04,-52.04,100.0,,,-52.04,
1304,,,-9.0,,-81.0,,,,
17337,,6.2,,,-81.0,,,100.0,
6988,-81.0,,,-81.0,,,,-81.0,-81.0
1609,,,,,-81.0,,100.0,,63.8
2788,,-81.0,,,-81.0,-81.0,,,-81.0
11802,-81.0,,-81.0,,-81.0,,,-81.0,
12531,100.0,,,,-81.0,,,100.0,
8218,63.8,,,,,63.8,100.0,,63.8
5393,,,6.2,6.2,,6.2,,,
9128,-81.0,-81.0,,-81.0,63.8,,,,
9371,-81.0,-81.0,,,100.0,,,,
7192,-81.0,,,,100.0,,-81.0,,-81.0
7200,100.0,,,,100.0,,,,
3546,,-81.0,-81.0,,100.0,,-81.0,,
12564,100.0,,,,,,100.0,,
9983,6.2,100.0,-81.0,,,,,,
16364,,63.8,63.8,-52.04,100.0,,,,
17599,,,,,100.0,,,63.8,100.0
1902,,,,63.8,,63.8,100.0,-5.960000000000001,
1905,,,,-81.0,,-81.0,6.2,,
1896,,,,-9.0,,-81.0,,,
4640,,,,-9.0,,,,100.0,
10979,-81.0,,,,,100.0,100.0,,
8894,-52.04,-52.04,,,-52.04,,-52.04,,
11081,6.2,,,,6.2,,63.8,,
6758,100.0,,,,,-81.0,,,
13262,,,,,100.0,,,-81.0,
16175,,-81.0,-81.0,,-81.0,,,,
11970,-81.0,,-81.0,-81.0,,,-81.0,,
18531,,,6.2,-81.0,,,100.0,,
6856,63.8,,,-81.0,,-81.0,,,100.0
12657,100.0,,,100.0,,,,-81.0,
3102,,100.0,100.0,,,,,,
4834,,,,100.0,,,,,-81.0
11304,-81.0,,,-81.0,-81.0,-5.960000000000001,,,
8197,-81.0,,,,,,6.2,,-81.0
1636,,,,,,,100.0,,-81.0
8591,6.2,,,,6.2,,,6.2,
13954,,,-81.0,,63.8,,,-81.0,-81.0
13333,,,,,,-81.0,,-81.0,6.2
8120,-81.0,,,,100.0,,,,
11126,100.0,,,,,-81.0,,,
9659,-81.0,-81.0,-81.0,,,,,,
8930,100.0,-9.0,,,,,,,
6403,,,,,6.2,,,6.2,63.8
12267,63.8,,63.8,,63.8,63.8,100.0,,
12889,6.2,,,,,,-81.0,,-81.0
4827,,,,-81.0,,100.0,,6.2,
9276,-81.0,-81.0,,,,-81.0,-81.0,,
9285,100.0,-81.0,,,,100.0,,,
7098,100.0,,,,,-81.0,,,
2392,,100.0,,,,-81.0,-81.0,,-81.0
17014,,100.0,,-5.960000000000001,,,,-81.0,-81.0
17257,,6.2,,,,,,-81.0,-81.0
4083,,6.2,,100.0,,-81.0,,,
3764,,-81.0,,,-81.0,100.0,63.8,,
9280,100.0,-5.960000000000001,,,,-81.0,,,-81.0
9307,63.8,100.0,,,,,,,-81.0
15358,,-81.0,,,,-5.960000000000001,,-81.0,-81.0
13409,,,,-81.0,,-81.0,100.0,,
9524,-81.0,-81.0,-81.0,,,-81.0,,,
11711,6.2,,6.2,,,100.0,,,
5150,,,-81.0,,,-9.0,,,
1806,,,,-81.0,100.0,,,,
1854,,,,-81.0,100.0,,,,
2097,,,,,100.0,,,,
12237,-81.0,,100.0,,63.8,,,,
5676,,,-81.0,,100.0,,,,
7977,-81.0,,-81.0,,,3.7680000000000007,-81.0,-81.0,
7974,-81.0,,-81.0,,,100.0,63.8,,
3937,,63.8,,63.8,,63.8,,63.8,100.0
12891,100.0,,,,,,-81.0,-81.0,
8695,-81.0,,,,,6.2,,,100.0
16296,,-81.0,-81.0,-81.0,,,-81.0,,
17025,,6.2,,100.0,,,-81.0,,
17259,,10.0,,,,,,,
15177,,,,,6.2,6.2,,100.0,
11459,6.2,,,,,6.2,100.0,,
2047,,,,,63.8,,,-81.0,-81.0
2046,,,,,100.0,,,-81.0,
14068,,,-81.0,,,,,,100.0
15361,,-81.0,,,,100.0,,,6.2
1920,,,,100.0,,,,-81.0,
11940,-81.0,,-81.0,-81.0,,-81.0,,,
12669,100.0,,,-81.0,,-81.0,,,
15858,,-81.0,,,,,100.0,,
4660,,,,-81.0,,-81.0,-81.0,,-81.0
5626,,,-81.0,,,-81.0,-81.0,,-5.960000000000001
2264,,-9.0,,,,,,100.0,
4744,,,,-52.04,-5.960000000000001,-5.960000000000001,,,-5.960000000000001
14934,,,,-81.0,-81.0,-81.0,,-5.960000000000001,
8123,-81.0,,,,100.0,,,-81.0,
9250,-81.0,-81.0,,,,,-81.0,,-81.0
15653,,-81.0,,-81.0,-81.0,,,,
8547,100.0,,,,,6.2,6.2,,
3823,,-81.0,,,,,100.0,,-81.0
15961,,-81.0,,,,,,-81.0,100.0
16855,,6.2,,,100.0,,,,-81.0
8367,-81.0,,,-81.0,63.8,,,,
14126,,,-81.0,-81.0,,-81.0,,-81.0,
12179,6.2,,100.0,,,6.2,,,
11036,-81.0,,,,-9.0,,,,
9945,-81.0,-81.0,-81.0,3.7680000000000007,,,100.0,,
13747,,,,,100.0,,,-81.0,-81.0
4801,,,,-81.0,,,,6.2,100.0
4798,,,,-81.0,,,,,-9.0
15733,,-81.0,,-81.0,,,,,100.0
16417,,63.8,63.8,-52.04,63.8,,,,100.0
10035,100.0,100.0,-81.0,,,,,,
14379,,,-81.0,,,-81.0,6.2,,
8389,-81.0,,,-81.0,100.0,-81.0,,,-81.0
8146,-81.0,,,,100.0,-81.0,,,-81.0
9303,100.0,63.8,,,,,100.0,,
16687,,-81.0,-81.0,,,,,,100.0
17038,,100.0,,-81.0,,-81.0,,,-81.0
1751,,,,-81.0,,-81.0,,100.0,
4233,,-81.0,,,100.0,,,-81.0,
4230,,-81.0,,,100.0,,,,
5155,,,-81.0,,,100.0,,,100.0
8676,-81.0,,,,,,100.0,,
7512,-9.0,,-81.0,,,,,,
2071,,,,,100.0,-81.0,,,-81.0
2044,,,,,100.0,,,,-81.0
1207,,,100.0,-81.0,,,,,-81.0
8697,-81.0,,,,,6.2,,100.0,
4746,,,,-81.0,-81.0,-81.0,,-81.0,
7247,100.0,,,,,-81.0,-81.0,,
2393,,100.0,,,,-81.0,100.0,,
9213,-81.0,-81.0,,-81.0,,,,,
8452,-81.0,,,-81.0,,-81.0,,,63.8
8453,-81.0,,,-81.0,,-81.0,,,
8426,100.0,,,-9.0,,,,,
16130,,-81.0,-81.0,,100.0,,-81.0,,
7013,100.0,,,-81.0,,-81.0,,,
4113,,-81.0,,-81.0,,,100.0,,
16380,,-81.0,63.8,100.0,-81.0,,,,
11805,100.0,,-81.0,,63.8,,,,
9065,6.2,100.0,,6.2,,,,,
15638,,-81.0,,-81.0,100.0,,,-81.0,
3801,,-81.0,,,100.0,,,-81.0,
8406,-81.0,,,-81.0,-81.0,,-81.0,,
8415,-81.0,,,-81.0,100.0,,,,
7758,-81.0,,-81.0,100.0,,,63.8,,
7767,-81.0,,-81.0,-81.0,,,,,
2848,,-81.0,,,,,-81.0,-81.0,-81.0
2849,,100.0,,,,,6.2,6.2,
8679,-81.0,,,,,,6.2,-81.0,
8670,-81.0,,,,,,,-9.0,
1415,,,100.0,,,6.2,-81.0,,
10857,6.2,6.2,,,,,,100.0,
13727,,,,,100.0,-81.0,-81.0,,
11051,100.0,,,,100.0,-81.0,,,
7902,100.0,,-81.0,,63.8,-81.0,,,
10295,100.0,63.8,,,100.0,,,,
5387,,,3.7680000000000007,63.8,,3.7680000000000007,63.8,3.7680000000000007,
17015,,63.8,,100.0,,,,-81.0,
1122,,,-81.0,-81.0,-81.0,,-81.0,,
1371,,,100.0,,100.0,,,-81.0,
1334,,,-81.0,,-81.0,-81.0,-81.0,,
4024,,-81.0,,-81.0,-81.0,,,,100.0
2032,,,,,-9.0,,,,-9.0
5935,,,,,100.0,,,-81.0,-81.0
16869,,-81.0,,,100.0,,,-81.0,
2589,,100.0,,63.8,100.0,,,,
5061,,,,,,100.0,-81.0,-81.0,
18289,,,6.2,,,,-81.0,,-81.0
8519,6.2,,,,,,6.2,100.0,
8649,-81.0,,,,100.0,,100.0,,
2088,,,,,100.0,,-81.0,,
2866,,63.8,,,,100.0,,-81.0,-81.0
9132,-81.0,-81.0,,-81.0,63.8,,,,
12753,63.8,,,-81.0,-81.0,-81.0,100.0,,
11533,-52.04,,,,100.0,63.8,,63.8,63.8
17856,,,,-81.0,-81.0,-81.0,-81.0,,
9406,-81.0,-81.0,,,,,-81.0,,-5.960000000000001
2534,,-5.960000000000001,,-81.0,-81.0,,,100.0,
1391,,,100.0,,,,6.2,6.2,
11062,-52.04,,,,-5.960000000000001,-5.960000000000001,,,-5.960000000000001
13783,,,,,,,-81.0,-81.0,100.0
10593,63.8,63.8,,40.632000000000005,63.8,,100.0,,
4032,,-81.0,,-81.0,-81.0,,-81.0,,
9633,3.7680000000000007,3.7680000000000007,3.7680000000000007,,3.7680000000000007,,,3.7680000000000007,
11952,63.8,,-81.0,-81.0,,-81.0,,,
11871,-81.0,,6.2,,,-81.0,,,
4224,,-81.0,,,-5.960000000000001,,-81.0,-81.0,
8571,100.0,,,,,,63.8,100.0,
15454,,-52.04,,,-5.960000000000001,,-5.960000000000001,,-52.04
15463,,6.2,,,6.2,,,,6.2
12484,100.0,,,,63.8,,-81.0,,-81.0
9987,100.0,-81.0,100.0,,,,,,
2818,,-52.04,,,100.0,,-81.0,,-81.0
16174,,-81.0,-81.0,,-81.0,,,,63.8
16903,,-81.0,,,-81.0,,,,100.0
10612,-81.0,-81.0,,-81.0,,,,,-5.960000000000001
12799,63.8,,,-81.0,,,,,100.0
9064,-81.0,-5.960000000000001,,-81.0,,,,,-81.0
13359,,,,,,,,10.0,
3516,,-81.0,-81.0,,63.8,-81.0,,,
13272,,,,,-9.0,,-9.0,,
2474,,-81.0,,-81.0,,-81.0,100.0,,
4661,,,,-81.0,,-81.0,100.0,,
14871,,,,63.8,,-81.0,,100.0,
12585,100.0,,,,,-81.0,,100.0,
11010,-9.0,,,,,,,-81.0,
3692,,-81.0,,,,100.0,,,
9793,63.8,100.0,3.7680000000000007,3.7680000000000007,,,,,63.8
13980,,,-52.04,,-5.960000000000001,-5.960000000000001,,-52.04,
13983,,,6.2,,6.2,63.8,,,
15603,,-81.0,,6.2,,100.0,,,
13416,,,,100.0,,-9.0,,,
8904,-5.960000000000001,-5.960000000000001,,,-5.960000000000001,,,-52.04,
11091,6.2,,,,6.2,,,6.2,
1820,,,,-81.0,63.8,100.0,-81.0,,
15705,,-81.0,,6.2,-81.0,,,,
8372,-81.0,,,-81.0,63.8,100.0,,,
18259,,,100.0,,,100.0,,,-81.0
16289,,63.8,100.0,100.0,,,,,
17047,,100.0,,-81.0,,-81.0,-81.0,,-81.0
10281,100.0,63.8,,,,,,63.8,
11914,-81.0,,-81.0,-81.0,,,,,-81.0
18475,,,100.0,100.0,,,,,-81.0
12235,3.7680000000000007,,63.8,,3.7680000000000007,,,3.7680000000000007,63.8
18715,,,100.0,,,,,-81.0,-81.0
16336,,-81.0,-81.0,-81.0,,,,,-81.0
17065,,100.0,,-81.0,,,,,100.0
1172,,,63.8,-81.0,,-81.0,-81.0,,
2145,,,,,,-81.0,-81.0,-81.0,
2136,,,,,,100.0,,-9.0,
4041,,-81.0,,-81.0,100.0,,,,
9609,-52.04,40.632000000000005,40.632000000000005,,63.8,63.8,,,
6910,-81.0,,,-81.0,-81.0,,,,100.0
14839,,,,100.0,,,6.2,,6.2
10431,-81.0,-81.0,,,,,100.0,,
13886,,,-81.0,,,-81.0,,,
11963,-81.0,,100.0,-81.0,,,,,
10107,-81.0,-81.0,-81.0,,63.8,,100.0,,
15621,,6.2,,6.2,,,100.0,,
16164,,-5.960000000000001,63.8,,-5.960000000000001,-5.960000000000001,,,
16191,,6.2,6.2,,6.2,,,,
15462,,-9.0,,,-9.0,,,,
9915,-81.0,3.7680000000000007,-81.0,-81.0,,-81.0,,,
3425,,-81.0,-81.0,,,,,6.2,
17539,,,,,,100.0,100.0,,63.8
6161,,,,100.0,6.2,,,6.2,
6080,,,,-9.0,,,,-81.0,
10253,-81.0,100.0,,,,100.0,,,
6982,-81.0,,,-81.0,,,-81.0,,-81.0
1078,,,63.8,-81.0,-81.0,,,,100.0
12915,100.0,,,,,-81.0,100.0,,
10725,100.0,6.2,,,,6.2,,,
15438,,-81.0,,,-81.0,-5.960000000000001,,-81.0,
1901,,,,-81.0,,-81.0,-81.0,,
2827,,100.0,,,63.8,,,,-81.0
10504,-81.0,-81.0,,-81.0,,,,,100.0
9379,-81.0,-81.0,,,63.8,,-81.0,,-81.0
1157,,,100.0,-81.0,,,,-81.0,
15618,,-81.0,,-81.0,,,-5.960000000000001,-81.0,
7004,100.0,,,-81.0,,-81.0,-81.0,,
7031,100.0,,,-81.0,,,-81.0,,
8539,6.2,,,,,6.2,,,6.2
11030,-81.0,,,,63.8,,-81.0,-81.0,
7686,-81.0,,-81.0,-81.0,63.8,,,,
8297,-81.0,,,-81.0,,6.2,,,
1338,,,-81.0,,-81.0,-81.0,-81.0,,
7568,-81.0,,-5.960000000000001,-81.0,,-81.0,,,
10613,6.2,-81.0,,-81.0,,,,,
8348,-52.04,,,-5.960000000000001,-5.960000000000001,,,-52.04,
5032,,,,,,,-81.0,,-9.0
17992,,,,,,,100.0,,-81.0
11371,-81.0,,,-81.0,,-81.0,,3.7680000000000007,-81.0
4745,,,,6.2,6.2,6.2,,,
4825,,,,6.2,,6.2,,,6.2
16176,,-81.0,-81.0,,-81.0,,,-5.960000000000001,
15987,,-81.0,,,,100.0,,100.0,
2345,,100.0,,,-81.0,,,6.2,
8244,-81.0,,,,,,100.0,,
14511,,,100.0,,,,63.8,-81.0,
2584,,-5.960000000000001,,-81.0,-81.0,,,,-81.0
1929,,,,-81.0,,,-81.0,-81.0,
3574,,-52.04,-5.960000000000001,,,,-52.04,,-5.960000000000001
15157,,,,,100.0,,63.8,,-81.0
16257,,6.2,6.2,,,,,100.0,
2083,,,,,-81.0,,,-81.0,-81.0
11143,6.2,,,,,6.2,,,6.2
1365,,,100.0,,100.0,,-81.0,,
16539,,-81.0,100.0,,,,6.2,,
10982,-81.0,,,,,-9.0,,,
9978,-81.0,-81.0,-81.0,,,,-81.0,,
16695,,-81.0,100.0,,,,100.0,,
4955,,,,,6.2,,6.2,6.2,
7957,-81.0,,-81.0,,,,,,-81.0
10617,-81.0,6.2,,-81.0,,,,,
9344,-81.0,-81.0,,,63.8,-81.0,,,
11195,-81.0,,,100.0,,,100.0,,
11936,-81.0,,63.8,-81.0,,-81.0,,,
12502,100.0,,,,-81.0,-81.0,,,-81.0
10512,-81.0,-81.0,,-81.0,,,-81.0,,
1897,,,,100.0,,6.2,,,6.2
5527,,,6.2,-81.0,,,,,-81.0
2776,,-81.0,,,-81.0,,,-81.0,-81.0
2777,,100.0,,,-81.0,,,6.2,
14052,,,-5.960000000000001,,,-5.960000000000001,-5.960000000000001,-5.960000000000001,
14061,,,6.2,,,-81.0,,-81.0,
13332,,,,,,-9.0,,-81.0,
932,,,-81.0,,,-81.0,-81.0,-81.0,
9809,40.632000000000005,40.632000000000005,-52.04,63.8,63.8,,,,
3993,,-81.0,,-81.0,100.0,,,,
1352,,,100.0,,100.0,,,,
16560,,-81.0,-81.0,,,-81.0,100.0,,
1892,,,,-9.0,,100.0,,,
7868,-81.0,,-81.0,,-5.960000000000001,,-81.0,,
8597,6.2,,,,100.0,,6.2,,
7948,63.8,,-5.960000000000001,,,,63.8,,-5.960000000000001
17865,,,,6.2,-81.0,100.0,,,
1894,,,,-5.960000000000001,,-81.0,,-81.0,-81.0
3020,,-81.0,-81.0,,63.8,,,100.0,
6991,100.0,,,-81.0,,,,,100.0
10521,100.0,100.0,,63.8,,,,,
3539,,-81.0,-81.0,,-81.0,,,,
2762,,-81.0,,,-81.0,,,,
4163,,-81.0,,,,6.2,,-81.0,
11063,6.2,,,,6.2,6.2,,,
15644,,-52.04,,63.8,100.0,,63.8,,
10791,-81.0,-81.0,,,-81.0,,,,
18267,,,63.8,,,100.0,-81.0,,
