,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)"
13488,,,,-81.0,-81.0,-5.960000000000001,-81.0,,
13515,,,,6.2,6.2,,6.2,,
13434,,,,-81.0,,,-9.0,,
13443,,,,10.0,,,,,
3449,,100.0,6.2,,,6.2,,,
6961,100.0,,,3.7680000000000007,63.8,,,63.8,3.7680000000000007
6718,-5.960000000000001,,,,-81.0,,,-81.0,-81.0
6799,100.0,,,,,,,6.2,6.2
9115,40.632000000000005,2.21152,,2.21152,40.632000000000005,-33.50560000000001,2.21152,,40.632000000000005
9034,-81.0,-81.0,,-81.0,,-81.0,-52.04,,-81.0
9043,-81.0,-81.0,,-81.0,,-81.0,,,63.8
9042,-81.0,-81.0,,-81.0,,-81.0,,,
6928,-4.0144,,,-81.0,-81.0,-81.0,-81.0,,-81.0
6955,100.0,,,3.7680000000000007,63.8,,63.8,,3.7680000000000007
6946,-81.0,,,-81.0,-81.0,,,,-81.0
2587,,100.0,,3.7680000000000007,63.8,,,3.7680000000000007,63.8
2506,,-81.0,,-81.0,,,,-81.0,-81.0
2509,,100.0,,-81.0,,,,,100.0
2266,,-81.0,,,,,,,100.0
3529,,63.8,40.632000000000005,,63.8,40.632000000000005,,,-52.04
3448,,-81.0,-81.0,,,-81.0,,,-81.0
2720,,-9.0,,,,-81.0,,,
4907,,,,,,10.0,,,
16150,,40.632000000000005,40.632000000000005,,-4.0144,-4.0144,,-52.04,-52.04
16879,,-52.04,,,-81.0,-81.0,,-81.0,-81.0
16878,,100.0,,,-81.0,-81.0,,-5.960000000000001,
3846,,-81.0,,,,-81.0,100.0,-81.0,
3849,,-81.0,,,,-81.0,100.0,,
1662,,,,,,-81.0,100.0,,
5467,,,2.21152,40.632000000000005,40.632000000000005,2.21152,40.632000000000005,2.21152,2.21152
5458,,,-81.0,-52.04,-81.0,-81.0,,-81.0,-81.0
5461,,,-81.0,100.0,63.8,-81.0,,,-81.0
5380,,,-81.0,-81.0,,-81.0,,,-81.0
6109,,,,100.0,,63.8,,,100.0
10083,2.21152,2.21152,40.632000000000005,,40.632000000000005,2.21152,40.632000000000005,-33.50560000000001,
10002,-52.04,-81.0,-81.0,,,-81.0,-81.0,-81.0,
10029,100.0,63.8,63.8,,,,63.8,63.8,
7842,-81.0,,-81.0,,,,-81.0,-81.0,
14403,,,-81.0,,,,63.8,100.0,
14394,,,-81.0,,,,,-81.0,
14397,,,100.0,,,,,,
3988,,-52.04,,-52.04,100.0,,,,-52.04
4720,,,,-81.0,-81.0,,,-81.0,-5.960000000000001
4963,,,,,6.2,,,6.2,100.0
5041,,,,,,,,,100.0
7630,-4.0144,,-4.0144,-52.04,-52.04,,-33.50560000000001,,-33.50560000000001
7873,3.7680000000000007,,63.8,,-52.04,,40.632000000000005,,3.7680000000000007
7792,-5.960000000000001,,-5.960000000000001,,,,63.8,,-5.960000000000001
8521,6.2,,,,,,6.2,,6.2
8512,-9.0,,,,,,,,-9.0
15073,,,,,,,,,10.0
9601,-33.50560000000001,2.21152,2.21152,,40.632000000000005,-33.50560000000001,40.632000000000005,,2.21152
9574,-81.0,-81.0,-81.0,,40.632000000000005,,-81.0,,-81.0
9583,-81.0,-81.0,-81.0,,100.0,,,,63.8
9582,-81.0,-81.0,-81.0,,-81.0,,,,
9663,-81.0,-81.0,100.0,,,,,,
11953,3.7680000000000007,,3.7680000000000007,3.7680000000000007,,3.7680000000000007,,,-52.04
11926,-81.0,,-81.0,-5.960000000000001,,,,,-81.0
11927,6.2,,6.2,100.0,,,,,
11198,-81.0,,,-9.0,,,,,
11441,10.0,,,,,,,,
3460,,-81.0,-81.0,,,,,-81.0,-81.0
4189,,-81.0,,,,,,-81.0,100.0
4186,,-81.0,,,,,,,100.0
3496,,-52.04,-4.0144,,-52.04,,-52.04,-52.04,-4.0144
5683,,,3.7680000000000007,,3.7680000000000007,,3.7680000000000007,3.7680000000000007,63.8
5602,,,-81.0,,,,-81.0,-81.0,-5.960000000000001
5611,,,6.2,,,,,6.2,100.0
4882,,,,,,,,-81.0,-9.0
4885,,,,,,,,,100.0
5623,,,100.0,,,63.8,,,100.0
5596,,,-81.0,,,,,,-81.0
5597,,,100.0,,,,,,
1828,,,,-81.0,100.0,-81.0,,,-81.0
3766,,-81.0,,,-81.0,-81.0,-52.04,-81.0,-81.0
3769,,-52.04,,,63.8,63.8,100.0,,63.8
3688,,-81.0,,,,-81.0,-81.0,,-81.0
3715,,-81.0,,,,,100.0,,100.0
1528,,,,,,,-81.0,,100.0
1537,,,,,,,,,100.0
5459,,,63.8,100.0,63.8,3.7680000000000007,,3.7680000000000007,
5402,,,100.0,-81.0,,,,,
5645,,,100.0,,,,,,
1112,,,100.0,-81.0,-81.0,,,-81.0,
1115,,,100.0,100.0,-81.0,,,,
6247,,,,-81.0,,,63.8,,-81.0
6238,,,,-81.0,,,,,-81.0
6239,,,,100.0,,,,,
1824,,,,-81.0,-5.960000000000001,-81.0,-81.0,,
1851,,,,63.8,100.0,,63.8,,
1689,,,,,,,100.0,,
10081,2.21152,-33.50560000000001,2.21152,,40.632000000000005,2.21152,40.632000000000005,,-33.50560000000001
10000,-81.0,-52.04,-81.0,,,-81.0,-81.0,,-81.0
10001,3.7680000000000007,100.0,63.8,,,3.7680000000000007,63.8,,
9974,-81.0,-5.960000000000001,-81.0,,,,-81.0,,
12161,6.2,,6.2,,,,6.2,,
12152,-81.0,,-9.0,,,,,,
12881,10.0,,,,,,,,
940,,,100.0,,,-81.0,,-81.0,-81.0
967,,,100.0,,,,,-81.0,-81.0
964,,,100.0,,,,,,-81.0
10327,40.632000000000005,-33.50560000000001,,,2.21152,-33.50560000000001,-33.50560000000001,-33.50560000000001,2.21152
8140,-52.04,,,,-4.0144,-33.50560000000001,-52.04,-4.0144,40.632000000000005
8143,-52.04,,,,3.7680000000000007,3.7680000000000007,3.7680000000000007,,3.7680000000000007
14703,,,,,6.2,6.2,6.2,,
14622,,,,,,-9.0,-81.0,,
14631,,,,,,100.0,,,
3064,,-81.0,-81.0,,-81.0,,-4.0144,-81.0,-81.0
3145,,63.8,63.8,,,,100.0,3.7680000000000007,3.7680000000000007
3142,,-81.0,-81.0,,,,-5.960000000000001,,-81.0
3151,,-81.0,6.2,,,,,,-81.0
2422,,-9.0,,,,,,,-81.0
4609,,,,,,,,,10.0
9679,2.21152,2.21152,2.21152,,,-33.50560000000001,2.21152,2.21152,2.21152
8950,-4.0144,-4.0144,,,,-52.04,-4.0144,-4.0144,-52.04
8959,3.7680000000000007,3.7680000000000007,,,,-52.04,,3.7680000000000007,3.7680000000000007
8932,-81.0,-81.0,,,,,,-81.0,63.8
15493,,-81.0,,,,,,-81.0,100.0
15490,,-81.0,,,,,,,100.0
3514,,-52.04,-52.04,,-4.0144,-52.04,,-52.04,-52.04
3517,,3.7680000000000007,63.8,,63.8,3.7680000000000007,,,-52.04
3490,,-52.04,-5.960000000000001,,-5.960000000000001,,,,-52.04
4219,,6.2,,,6.2,,,,6.2
4218,,-81.0,,,-9.0,,,,
6405,,,,,100.0,,,,
11758,-81.0,,-81.0,,40.632000000000005,,-81.0,-81.0,-81.0
11839,-81.0,,-81.0,,,,-81.0,-52.04,-81.0
11830,63.8,,-81.0,,,,,100.0,-81.0
5440,,,-52.04,-52.04,-4.0144,,-52.04,-52.04,-52.04
5521,,,-81.0,-81.0,,,-81.0,3.7680000000000007,-81.0
5520,,,63.8,-81.0,,,-81.0,100.0,
5763,,,100.0,,,,-81.0,63.8,
5754,,,-81.0,,,,,100.0,
10543,2.21152,2.21152,,-33.50560000000001,2.21152,,2.21152,-33.50560000000001,-33.50560000000001
3982,,-52.04,,-4.0144,-4.0144,,-52.04,-52.04,-52.04
4225,,3.7680000000000007,,,3.7680000000000007,,3.7680000000000007,3.7680000000000007,3.7680000000000007
4222,,-52.04,,,-5.960000000000001,,-52.04,,-5.960000000000001
4303,,-81.0,,,,,6.2,,-81.0
11379,-81.0,,,-81.0,,100.0,-81.0,63.8,
11370,-81.0,,,-81.0,,-81.0,,100.0,
11613,-81.0,,,,,100.0,,100.0,
5441,,,-52.04,63.8,3.7680000000000007,,3.7680000000000007,3.7680000000000007,
5432,,,-81.0,-5.960000000000001,-81.0,,,-81.0,
5435,,,-81.0,100.0,63.8,,,,
4267,,-81.0,,,-81.0,,,,100.0
2080,,,,,100.0,,,,100.0
10534,-4.0144,-33.50560000000001,,-4.0144,-4.0144,,,-52.04,-52.04
10615,3.7680000000000007,3.7680000000000007,,-52.04,,,,3.7680000000000007,3.7680000000000007
8428,-5.960000000000001,,,-5.960000000000001,,,,-5.960000000000001,-5.960000000000001
8429,6.2,,,-81.0,,,,-81.0,
1868,,,,-9.0,,,,-81.0,
2111,,,,,,,,10.0,
3466,,-81.0,-81.0,,,,-81.0,,-81.0
5653,,,63.8,,,,63.8,,100.0
3985,,-52.04,,63.8,63.8,,3.7680000000000007,,-52.04
3984,,-81.0,,-81.0,63.8,,-81.0,,
4065,,-81.0,,-81.0,,,-81.0,,
4056,,100.0,,-9.0,,,,,
3265,,-81.0,-81.0,-81.0,-81.0,,,,63.8
3022,,-81.0,-81.0,,63.8,,,,100.0
1129,,,100.0,-52.04,63.8,,,63.8,63.8
1193,,,100.0,100.0,,,,-81.0,
3928,,-81.0,,-81.0,,-81.0,-81.0,-81.0,-4.0144
3931,,-52.04,,63.8,,63.8,63.8,,100.0
3904,,-81.0,,-81.0,,,-81.0,,-81.0
3905,,-81.0,,100.0,,,6.2,,
13493,,,,-81.0,100.0,-81.0,,,
13466,,,,100.0,100.0,,,,
3896,,-81.0,,-9.0,,,,,
4139,,10.0,,,,,,,
9193,2.21152,2.21152,,2.21152,,2.21152,2.21152,2.21152,2.21152
9190,-52.04,-52.04,,-4.0144,,-4.0144,-4.0144,,-4.0144
9217,-81.0,-81.0,,3.7680000000000007,,,-81.0,,-81.0
9216,-81.0,-81.0,,100.0,,,-5.960000000000001,,
15777,,-81.0,,6.2,,,100.0,,
15534,,-81.0,,,,,-9.0,,
15543,,10.0,,,,,,,
4738,,,,-52.04,-4.0144,-52.04,-52.04,-52.04,-52.04
4981,,,,,63.8,3.7680000000000007,-52.04,3.7680000000000007,63.8
4954,,,,,-81.0,,-81.0,-81.0,-5.960000000000001
5466,,,-81.0,-81.0,-4.0144,-81.0,-81.0,-81.0,
6195,,,,63.8,100.0,-52.04,63.8,63.8,
6186,,,,-81.0,-81.0,-81.0,,-81.0,
6429,,,,,100.0,63.8,,100.0,
6402,,,,,-81.0,,,-81.0,
6483,,,,,,,,100.0,
16375,,-33.50560000000001,40.632000000000005,-33.50560000000001,2.21152,,2.21152,-33.50560000000001,-33.50560000000001
15646,,-81.0,,-81.0,-81.0,,-81.0,-81.0,-52.04
17833,,,,63.8,63.8,,63.8,40.632000000000005,100.0
17824,,,,-81.0,-81.0,,,-81.0,-81.0
17825,,,,-81.0,100.0,,,-81.0,
7678,-81.0,,-81.0,-81.0,40.632000000000005,,-81.0,,-81.0
7679,-81.0,,63.8,-81.0,100.0,,-81.0,,
7670,-81.0,,100.0,-81.0,63.8,,,,
7751,-81.0,,-81.0,-81.0,,,,,
7022,100.0,,,100.0,,,,,
1660,,,,,,-81.0,100.0,-81.0,-81.0
1687,,,,,,,100.0,-81.0,-81.0
9752,-81.0,-81.0,-4.0144,-81.0,,-81.0,,-81.0,
9755,63.8,3.7680000000000007,100.0,63.8,,63.8,,,
3194,,-81.0,-81.0,-81.0,,-81.0,,,
3221,,-81.0,100.0,100.0,,,,,
9120,-81.0,-81.0,,-81.0,-81.0,-52.04,,-81.0,
9363,63.8,-81.0,,,-81.0,100.0,,-81.0,
2802,,-81.0,,,-81.0,-81.0,,-81.0,
4989,,,,,100.0,100.0,,63.8,
3335,,3.7680000000000007,3.7680000000000007,-52.04,,,3.7680000000000007,3.7680000000000007,
3326,,-81.0,-81.0,-5.960000000000001,,,,-81.0,
5513,,,-81.0,100.0,,,,6.2,
5510,,,-81.0,-9.0,,,,,
3436,,-81.0,-81.0,,,-81.0,,,-81.0
4165,,6.2,,,,6.2,,,100.0
9616,-4.0144,-81.0,-81.0,,-81.0,,,-81.0,-81.0
9697,100.0,3.7680000000000007,3.7680000000000007,,,,,63.8,63.8
7510,-5.960000000000001,,-81.0,,,,,-81.0,-81.0
7511,100.0,,-81.0,,,,,-81.0,
7508,100.0,,100.0,,,,,,
10540,40.632000000000005,-33.50560000000001,,-4.0144,-4.0144,,-52.04,,-52.04
17101,,-52.04,,-81.0,-81.0,,-81.0,,-81.0
17020,,100.0,,-81.0,,,-81.0,,-81.0
17263,,100.0,,,,,-81.0,,-81.0
17262,,100.0,,,,,100.0,,
16078,,-81.0,-81.0,,,-4.0144,-81.0,-81.0,-81.0
16807,,63.8,,,,100.0,-81.0,-81.0,-81.0
16798,,100.0,,,,63.8,,-81.0,-81.0
16799,,-81.0,,,,100.0,,-81.0,
16294,,-81.0,-81.0,-4.0144,,,-81.0,-81.0,-81.0
18481,,,63.8,100.0,,,-81.0,-81.0,-81.0
16096,,-81.0,63.8,,,,,-81.0,-81.0
18283,,,100.0,,,,,-81.0,-81.0
18280,,,100.0,,,,,,-81.0
18281,,,100.0,,,,,,
11777,100.0,,63.8,,63.8,63.8,,-52.04,
11048,-81.0,,,,-81.0,-81.0,,-81.0,
11075,100.0,,,,100.0,,,63.8,
1822,,,,-52.04,-4.0144,40.632000000000005,-52.04,-4.0144,40.632000000000005
1825,,,,-52.04,-52.04,-52.04,3.7680000000000007,,3.7680000000000007
1744,,,,-81.0,,-81.0,-81.0,,63.8
1753,,,,-81.0,,-81.0,,,100.0
9847,2.21152,-33.50560000000001,2.21152,2.21152,2.21152,-33.50560000000001,,,-33.50560000000001
10009,63.8,100.0,-81.0,,,-81.0,,,-81.0
5635,,,6.2,,,6.2,,,100.0
4906,,,,,,-81.0,,,-9.0
4933,,,,,,,,,100.0
9040,-4.0144,-52.04,,-52.04,,-52.04,,-52.04,-4.0144
9067,63.8,63.8,,3.7680000000000007,,,,3.7680000000000007,3.7680000000000007
2749,,100.0,,,,,,63.8,100.0
10246,-81.0,-81.0,,,,-4.0144,-81.0,-81.0,-81.0
10249,63.8,3.7680000000000007,,,,100.0,63.8,,63.8
8062,-81.0,,,,,-5.960000000000001,-81.0,,-81.0
7576,-4.0144,,-4.0144,-52.04,,-52.04,-4.0144,,-4.0144
7603,63.8,,63.8,-52.04,,,3.7680000000000007,,3.7680000000000007
1042,,,-81.0,-81.0,,,-81.0,,-81.0
1771,,,,-81.0,,,-81.0,,100.0
9761,2.21152,2.21152,2.21152,2.21152,,2.21152,2.21152,2.21152,
9758,-81.0,-4.0144,-81.0,-81.0,,-81.0,-81.0,,
9272,-81.0,-81.0,,,,-81.0,-81.0,,
9299,63.8,100.0,,,,,100.0,,
5464,,,-52.04,-52.04,-52.04,-52.04,-4.0144,,-4.0144
6192,,,,-81.0,-81.0,-81.0,-81.0,,
6435,,,,,100.0,63.8,100.0,,
6408,,,,,-81.0,,-81.0,,
6489,,,,,,,100.0,,
11998,-33.50560000000001,,-33.50560000000001,-52.04,-52.04,,-4.0144,,-4.0144
12079,3.7680000000000007,,3.7680000000000007,-52.04,,,3.7680000000000007,,63.8
11836,63.8,,63.8,,,,-5.960000000000001,,-5.960000000000001
11837,6.2,,-81.0,,,,-81.0,,
11108,100.0,,,,,,-9.0,,
7672,-52.04,,-33.50560000000001,-52.04,-4.0144,,,-52.04,-52.04
8401,-81.0,,,-81.0,-81.0,,,-81.0,40.632000000000005
9763,40.632000000000005,2.21152,40.632000000000005,40.632000000000005,,40.632000000000005,40.632000000000005,,40.632000000000005
9736,-81.0,-81.0,-81.0,-52.04,,,-81.0,,-81.0
9737,-81.0,-81.0,-81.0,100.0,,,63.8,,
3176,,-81.0,-81.0,-5.960000000000001,,,100.0,,
13507,,,,6.2,100.0,,,,6.2
13506,,,,-81.0,-9.0,,,,
13749,,,,,100.0,,,,
9846,40.632000000000005,-4.0144,-52.04,40.632000000000005,-4.0144,-52.04,,,
9927,-81.0,-81.0,3.7680000000000007,-81.0,,-81.0,,,
9900,-81.0,-81.0,100.0,-81.0,,,,,
16461,,-81.0,100.0,-81.0,,,,,
10373,100.0,-81.0,,,,,,-81.0,
8186,100.0,,,,,,,-81.0,
8189,100.0,,,,,,,,
4160,,-9.0,,,,100.0,,,
6347,,,,,,10.0,,,
16156,,-33.50560000000001,40.632000000000005,,-4.0144,-4.0144,-52.04,,-52.04
18343,,,40.632000000000005,,-81.0,-81.0,-81.0,,-81.0
18342,,,100.0,,-81.0,-81.0,-5.960000000000001,,
18369,,,6.2,,-81.0,,100.0,,
9823,2.21152,-33.50560000000001,-33.50560000000001,-33.50560000000001,2.21152,,,-33.50560000000001,40.632000000000005
9822,-81.0,-81.0,-52.04,-81.0,-81.0,,,-81.0,
9903,-81.0,-81.0,100.0,-81.0,,,,-81.0,
7716,-81.0,,100.0,-81.0,,,,-81.0,
7719,-81.0,,100.0,-81.0,,,,,
7476,-81.0,,100.0,,,,,,
7574,-81.0,,-81.0,-81.0,,-81.0,-81.0,-4.0144,
7601,-81.0,,63.8,-81.0,,,-81.0,100.0,
7592,-81.0,,100.0,-81.0,,,,-81.0,
7835,-81.0,,100.0,,,,,100.0,
1274,,,100.0,,,,,-81.0,
1562,,,,,100.0,,,100.0,
11785,40.632000000000005,,2.21152,,40.632000000000005,-33.50560000000001,-33.50560000000001,2.21152,2.21152
11704,-81.0,,-81.0,,,-52.04,-81.0,-81.0,-81.0
12433,63.8,,,,,100.0,-81.0,-81.0,-81.0
12432,100.0,,,,,-81.0,-81.0,-81.0,
12435,100.0,,,,,100.0,-81.0,,
1148,,,-5.960000000000001,-81.0,,,-81.0,-81.0,
1151,,,100.0,-81.0,,,63.8,,
908,,,-81.0,,,,100.0,,
3352,,-81.0,-81.0,-4.0144,,-81.0,,-81.0,-81.0
3595,,-81.0,-81.0,,,3.7680000000000007,,-81.0,-81.0
3594,,-81.0,-81.0,,,100.0,,63.8,
5781,,,-81.0,,,-81.0,,100.0,
5052,,,,,,100.0,,100.0,
14213,,,-81.0,-81.0,100.0,-81.0,-81.0,,
13970,,,-81.0,,100.0,-81.0,-81.0,,
13997,,,-81.0,,100.0,,-81.0,,
16401,,2.21152,40.632000000000005,2.21152,2.21152,-33.50560000000001,40.632000000000005,-33.50560000000001,
17127,,63.8,,-81.0,-81.0,-81.0,100.0,,
16884,,100.0,,,-81.0,-81.0,63.8,,
16911,,63.8,,,-81.0,,100.0,,
16830,,100.0,,,,,-81.0,,
9816,-81.0,-81.0,-52.04,-81.0,-81.0,,-81.0,,
16377,,3.7680000000000007,100.0,63.8,63.8,,3.7680000000000007,,
16368,,-81.0,-5.960000000000001,-81.0,-81.0,,,,
16611,,6.2,100.0,,6.2,,,,
14424,,,-9.0,,-81.0,,,,
14505,,,100.0,,,,,,
14967,,,,63.8,100.0,,100.0,,
14284,,,-81.0,-81.0,,-81.0,,,100.0
15013,,,,-81.0,,-81.0,,,100.0
14770,,,,,,-81.0,,,100.0
14797,,,,,,,,,100.0
10065,63.8,-81.0,100.0,,-81.0,,,-81.0,
9984,100.0,-81.0,-81.0,,,,,-81.0,
10713,100.0,-81.0,,,,,,-81.0,
10710,100.0,-81.0,,,,,,,
14692,,,,,-5.960000000000001,-5.960000000000001,,-5.960000000000001,63.8
14693,,,,,-81.0,-81.0,,-81.0,
14666,,,,,100.0,,,-81.0,
10311,-81.0,-81.0,,,100.0,,,,
14685,,,,,100.0,,,,
1097,,,100.0,-81.0,-81.0,-81.0,63.8,,
1088,,,-81.0,-81.0,-81.0,-81.0,,,
1331,,,100.0,,6.2,6.2,,,
16383,,-81.0,100.0,63.8,-81.0,,,-81.0,
3790,,-81.0,,,-81.0,,63.8,,100.0
3871,,-81.0,,,,,100.0,,-81.0
1684,,,,,,,100.0,,100.0
7466,100.0,,63.8,,,,63.8,63.8,
7475,-81.0,,-81.0,,,,,-81.0,
7472,100.0,,100.0,,,,,,
16237,,-81.0,-81.0,,,-81.0,-81.0,,3.7680000000000007
15508,,-52.04,,,,-5.960000000000001,-5.960000000000001,,100.0
15517,,-81.0,,,,-81.0,,,6.2
13330,,,,,,-9.0,,,100.0
4027,,-81.0,,100.0,-81.0,,,-81.0,63.8
11463,100.0,,,,,100.0,100.0,,
2552,,-52.04,,-81.0,-81.0,-81.0,-81.0,-81.0,
4739,,,,3.7680000000000007,3.7680000000000007,-52.04,63.8,3.7680000000000007,
4496,,,,,-81.0,-81.0,-5.960000000000001,-81.0,
4499,,,,,-81.0,-81.0,100.0,,
1817,,,,100.0,-81.0,6.2,,,
1736,,,,-9.0,,100.0,,,
1979,,,,,,10.0,,,
7646,-52.04,,-4.0144,-52.04,-52.04,-52.04,,-52.04,
7673,-81.0,,63.8,-81.0,-81.0,,,-81.0,
7433,100.0,,63.8,,-81.0,,,,
6704,-81.0,,,,-81.0,,,,
13265,,,,,100.0,,,,
16366,,-52.04,-4.0144,-52.04,-52.04,,,-52.04,-52.04
16447,,-81.0,-81.0,-81.0,,,,-81.0,63.8
14260,,,-5.960000000000001,-52.04,,,,-5.960000000000001,100.0
14263,,,-81.0,-81.0,,,,,6.2
13534,,,,-81.0,,,,,100.0
4147,,6.2,,,,,6.2,,100.0
4138,,-81.0,,,,,,,-9.0
6325,,,,,,,,,100.0
3278,,-4.0144,-4.0144,-52.04,-4.0144,-33.50560000000001,-52.04,,
3422,,-9.0,-81.0,,,,,,
5609,,,10.0,,,,,,
9114,-81.0,-81.0,,-81.0,-81.0,-52.04,-81.0,,
4740,,,,-81.0,100.0,-81.0,-81.0,,
17752,,,,-81.0,,,-81.0,-81.0,-81.0
17761,,,,100.0,,,,-81.0,100.0
17758,,,,100.0,,,,,-81.0
17759,,,,100.0,,,,,
1586,,,,,100.0,100.0,,,
15675,,3.7680000000000007,,3.7680000000000007,63.8,100.0,63.8,,
15594,,-81.0,,-81.0,,-81.0,-81.0,,
15837,,-81.0,,,,100.0,100.0,,
13650,,,,,,-81.0,100.0,,
13677,,,,,,,100.0,,
8164,-81.0,,,,63.8,,-81.0,,100.0
8173,-81.0,,,,100.0,,,,-81.0
3341,,-81.0,6.2,-81.0,,,,,
3098,,-9.0,100.0,,,,,,
2560,,-52.04,,-81.0,-81.0,-81.0,,-81.0,-81.0
2722,,-81.0,,,,-81.0,,-81.0,-81.0
2725,,100.0,,,,-81.0,,,100.0
9864,-81.0,-81.0,-81.0,-81.0,-81.0,,-52.04,,
9873,-52.04,-52.04,-52.04,3.7680000000000007,63.8,,,,
9144,-5.960000000000001,-5.960000000000001,,63.8,-5.960000000000001,,,,
11331,6.2,,,6.2,6.2,,,,
11088,-9.0,,,,-9.0,,,,
11169,10.0,,,,,,,,
9913,2.21152,2.21152,2.21152,2.21152,,2.21152,,2.21152,2.21152
9910,-81.0,-81.0,-81.0,-81.0,,-81.0,,,-4.0144
12097,63.8,,3.7680000000000007,63.8,,3.7680000000000007,,,100.0
15655,,-81.0,,63.8,-81.0,,,-81.0,100.0
13468,,,,100.0,-81.0,,,-81.0,63.8
13471,,,,-81.0,-81.0,,,,100.0
13228,,,,,-81.0,,,,100.0
16313,,63.8,100.0,63.8,,63.8,,63.8,
16070,,-81.0,-81.0,,,-81.0,,-81.0,
14612,,,,,,100.0,,-81.0,
14615,,,,,,100.0,,,
3274,,-81.0,-81.0,-52.04,-81.0,-81.0,,,-81.0
4759,,,,100.0,100.0,,,,-81.0
9921,2.21152,2.21152,2.21152,2.21152,,2.21152,2.21152,2.21152,
9912,-81.0,-81.0,-81.0,-81.0,,-81.0,,-4.0144,
9113,40.632000000000005,40.632000000000005,,2.21152,2.21152,-33.50560000000001,40.632000000000005,2.21152,
6926,-52.04,,,-81.0,-81.0,-81.0,-81.0,-81.0,
7169,100.0,,,,63.8,-52.04,63.8,63.8,
7160,-81.0,,,,-81.0,-81.0,,-81.0,
7187,100.0,,,,100.0,,,-81.0,
9346,-81.0,-81.0,,,-4.0144,-81.0,,-81.0,-81.0
9349,63.8,63.8,,,100.0,63.8,,,63.8
7162,-81.0,,,,-81.0,-81.0,,,-81.0
7163,100.0,,,,100.0,63.8,,,
9734,-81.0,-81.0,-81.0,-4.0144,,,-81.0,-81.0,
10463,3.7680000000000007,63.8,,100.0,,,3.7680000000000007,63.8,
3902,,-81.0,,-5.960000000000001,,,-81.0,-81.0,
4145,,6.2,,,,,6.2,6.2,
7648,-4.0144,,-4.0144,-52.04,-52.04,-52.04,,,-52.04
7675,63.8,,63.8,3.7680000000000007,3.7680000000000007,,,,3.7680000000000007
7189,100.0,,,,100.0,,,,-81.0
9835,40.632000000000005,2.21152,2.21152,40.632000000000005,40.632000000000005,2.21152,,,2.21152
9808,-52.04,-52.04,-52.04,-52.04,-4.0144,,,,-52.04
11995,-81.0,,-81.0,-81.0,63.8,,,,-81.0
5434,,,-81.0,-52.04,100.0,,,,-81.0
6163,,,,100.0,63.8,,,,-81.0
9572,-81.0,-81.0,-81.0,,40.632000000000005,,-81.0,-81.0,
16133,,-81.0,-81.0,,100.0,,-81.0,-81.0,
16124,,-81.0,-81.0,,100.0,,,-81.0,
3200,,-52.04,-4.0144,-52.04,,-52.04,-4.0144,-52.04,
3203,,-81.0,-81.0,-81.0,,-81.0,63.8,,
2960,,-81.0,-81.0,,,-81.0,100.0,,
2987,,-81.0,-81.0,,,,100.0,,
800,,,100.0,,,,100.0,,
10011,100.0,-81.0,-81.0,,,-81.0,,-81.0,
10008,100.0,-81.0,-81.0,,,-81.0,,,
12195,100.0,,-81.0,,,-81.0,,,
10345,100.0,-81.0,,,-81.0,,,-81.0,63.8
10347,100.0,6.2,,,6.2,,,,
11993,3.7680000000000007,,-52.04,63.8,63.8,,,-52.04,
11750,-81.0,,-81.0,,-81.0,,,-81.0,
11753,100.0,,-81.0,,100.0,,,,
11024,-81.0,,,,100.0,,,,
17585,,,,,100.0,,,,
15670,,-52.04,,-52.04,-52.04,-52.04,-4.0144,,-52.04
15913,,-81.0,,,-81.0,-81.0,63.8,,-81.0
15832,,-81.0,,,,-81.0,100.0,,-81.0
18019,,,,,,-81.0,100.0,,-81.0
3442,,-81.0,-81.0,,,-81.0,-81.0,-81.0,-52.04
3451,,63.8,63.8,,,3.7680000000000007,,63.8,100.0
3424,,-81.0,-81.0,,,,,-81.0,-5.960000000000001
4153,,63.8,,,,,,63.8,100.0
4150,,-81.0,,,,,,,-81.0
6337,,,,,,,,,100.0
15931,,-81.0,,,100.0,,,,100.0
3502,,-52.04,-52.04,,-52.04,,,,-52.04
5689,,,6.2,,6.2,,,,63.8
5608,,,-81.0,,,,,,-9.0
11713,63.8,,3.7680000000000007,,,100.0,,3.7680000000000007,63.8
11710,-81.0,,-81.0,,,-5.960000000000001,,,-81.0
12439,63.8,,,,,100.0,,,-81.0
12438,100.0,,,,,-81.0,,,
12465,100.0,,,,,,,,
3358,,-52.04,-52.04,-4.0144,,-4.0144,-4.0144,,-4.0144
4087,,-81.0,,-81.0,,-81.0,63.8,,-81.0
4060,,-52.04,,-5.960000000000001,,,100.0,,-5.960000000000001
1201,,,100.0,63.8,,,-81.0,-81.0,-81.0
1198,,,63.8,100.0,,,-81.0,,-81.0
13567,,,,-81.0,,-81.0,-81.0,-81.0,3.7680000000000007
13566,,,,-81.0,,-5.960000000000001,-81.0,-81.0,
13593,,,,6.2,,,-81.0,-81.0,
13590,,,,100.0,,,-9.0,,
13599,,,,10.0,,,,,
2579,,100.0,,63.8,63.8,,63.8,40.632000000000005,
2576,,-52.04,,-81.0,-81.0,,-81.0,,
2585,,100.0,,6.2,6.2,,,,
2342,,-9.0,,,-81.0,,,,
2423,,100.0,,,,,,,
